,title,content
0,台積電勁揚5元至633元 台股漲90點收復萬八大關,"美股周四強勁反彈，道瓊指數再創歷史新高，台股今(2)日上漲近90點約來到18059.07點，收復萬八關卡。台積電漲0.43美元或0.38%，收113.39美元，台積電早盤勁揚5元至633元，AI概念股勁揚，緯創漲逾2%，英業達漲逾1%，電子股表現強勢。台股昨上漲78.55點或0.44%，收在17968.11點，成交量3069.47億元。美股道瓊上漲369.54點或0.97%，收38,519.84點。NASDAQ上漲197.63點或1.30%，收15,361.64點。S&P500上漲60.54點或1.25%，收4,906.19點。費城半導體上漲19.56點或0.46%，收4,280.49點。更多中時新聞網報導加薪自己來！台股基金「定期定額」達標機會高勞動部這項補助只到6月底 每位勞工金額上看5.5萬 計算方式一表秒懂不是只有AI才是財富密碼！謝金河看下一波台股主流 點將8檔強格局：這1支直逼400元"
0,1分鐘讀財經》變心？政府基金砍台積電持股 加碼最有潛力天王股,"小編今（2）日精選5件不可不知的國內外財經大事。隨著去年下半年外資大舉回補台積電，並帶動股價大漲，政府基金也大賣護國神山台積電，包括新、舊制勞退、勞保、國保及退撫五個基金下半年一致調節，其中以新制勞退減3.59個百分點最多，資金明顯轉戰AI股；退撫基金也公布出清大立光。【1】減持台積 政府基金轉戰AI股包括自營與委外，依新制勞退、舊制勞退、勞保、國保及退撫等五個基金規模較大的政府基金最新公布前十大持股，台積電依然是「最愛」，但持股各減少3.59、2.67、2.4、2.87及0.65個百分點，新制勞退基金對台積電持股更從最高點的三、四成，一路降到去年底的僅24.73％。【2】高通手機晶片旺 台廠樂開懷通訊晶片大廠高通上季（去年10至12月）手機晶片銷售成長16％，且獲利優於市場預期，透露手機市場擺脫先前兩年低迷，需求逐漸回溫。高通也看好各家業者主打AI功能的新一代手機刺激需求成長。然獲利回吐賣壓出籠，該股1日早盤一度跌逾5％。【3】經濟學家李鎮宇：全球都在做川普避險美國聯準會（Fed）利率決策按兵不動，澆熄市場對3月降息可能。台新金控首席經濟學家李鎮宇表示，市場對Fed今年降息3次的預期不變，一是「川普避險」（Trump Hedge），二是3月美國融資貼現窗口將關閉，可能對區域型銀行造成衝擊。若Fed如市場預期在5月降息，則全年降息將達4碼（1碼為0.25個百分點）。【4】鮑爾對降息潑冷水 美股不悲觀市場對聯準會（Fed）第一季降息的期待大降，Fed主席鮑爾在台北時間1日發布貨幣政策聲明後，明確澆投資人冷水，稱3月啟動降息的機率不大。鮑爾坦承通膨在這幾個月大有進展，但他仍再三強調需要看到「更多好的數據」，確認通膨的下降趨勢，並透露FOMC尚未開始考慮降息。【5】長江存儲等陸企 列美黑名單美國五角大廈1月31日更新中國軍工企業名單，將矛頭指向中國的記憶體和AI大廠，新增長江存儲、曠視科技等十多家中國公司。被列入名單的中國企業，將不得與美國國防部簽訂商務合約，但不會被禁止與美商進行商務往來，不過仍可能影響其業務開展，甚至增加美國財政部向其制裁的可能性。同時，這份清單也是在提醒美國企業，與這些企業開展業務存在風險。更多中時新聞網報導台積電有危險？台灣晶片地位恐動搖 美媒爆台電慘虧是大隱憂台北天空塔 驚傳產權質押給中資稅收超徵逾3,600億！衝一波普發現金？網神解「發錢時間點」"
0,《電通股》崇越擬投資捷克 設歐洲據點,【時報-台北電】台積電在德國設12吋晶圓廠，掀起捷克投資風潮。半導體材料通路商崇越（5434）集團董事長郭智輝昨（1）日表示，看好捷克產業發展潛力，研議設立歐洲據點，提供半導體供應鏈解決服務方案。崇越在先進製程領先布局，搭上AI商機，今年營運樂觀。郭智輝身兼新東向聯盟的理事長，1日崇越攜手新東向聯盟與捷克產業代表簽署MOU，並舉辦「捷克半導體投資商機說明會」探討捷克投資環境及拓展歐盟半導體商機。郭智輝表示，台積電計畫在德國東南方的德勒斯登設立12吋晶圓廠，周邊國家半導體生態系發展都動起來。德勒斯登緊臨捷克邊界，距離捷克首都布拉格不遠，在區域供應鏈的群聚效應下，加上捷克本身的產業、經濟實力，以及地理優勢，半導體產業發展潛力不容小覷。郭智輝分析，相較於台積電在美國亞利桑那州設廠，當地處於沙漠區生活機能並不完備，捷克素有「歐洲的心臟」之稱，擁有的條件優於美國，建議政府在捷克設立類台灣半導體科學園區，把台灣的國土延伸到歐洲。崇越提供半導體材料，因此跟著大客戶跑，2021年美國亞歷桑納州鳳凰城設立美國崇越、2022年成立日本峻川商事株式會社，2023年8月日本熊本設立服務據點，未來將服務鄰近JASM、SONY等半導體廠，並因應供應鏈轉移已在東南亞以新加坡、馬來西亞、越南為據點。郭智輝表示，台積電在德國設廠，也正研議設立歐洲據點。針對今年產業景氣，郭智輝指出，受惠生成式AI加速發展，先進製程需求強勁，因崇越崇越產品線主要應用於先進製程，其中光阻液市占率達5五成，樂觀看待今年市場需求，今年營運將水漲船高、樂觀看待。(新聞來源 : 工商時報一王淑以／台北報導)
0,台積電ADR1日上漲0.43美元漲幅0.38%折台股710.68元,(中央社台北2024年 2月 2日電)台積電在NYSE掛牌 ADR以113.39美元作收，上漲0.43美元，漲幅 0.38%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 2月 1日新台幣匯市收盤價31.338元計算，相當台股台積電每股為710.68元。最近10個交易日行情如下：
0,擺脫聯準會放鷹賣壓！美股道瓊收高369點 台積電ADR漲0.38％,"聯準會發布貨幣政策聲明後，明確澆投資人冷水，稱3月啟動降息的機率不大，1月31日科技股拋售後，美股1日開盤走揚，道瓊收紅369點，那指、標普漲超1%。台積電ADR漲0.38%、收113.39元。美股道瓊指數漲369.54點，或0.97%，收38,519.84點。那斯達克指數漲197.63點，或1.3%，收15,361.64點。費城半導體指數漲19.56點，或0.46%，收4,280.48點。標普 500 指數漲60.54點，或1.25%，收4,906.19點。更多中時新聞網報導巴菲特狠心賣光台積電 這家被嚇到？1招保命 防股神棄養 平準金緊箍咒來了！00929撐得住？他撂話「配息比這低就一鍵出清」網敲碗00878配這樣是幾霸葷越來越難追上！三星做錯1事慘輸 與台積電市值差距飆2.5倍"
0,崇越擬投資捷克 設歐洲據點,崇越科技攜手新東向聯盟，與捷克產業代表簽署合作備忘錄。崇越科技李正榮執行長（右起）、台灣新東向全球產學研聯盟協進會理事長郭智輝、捷克國家半導體集群代表、捷克台灣商會會長黃鴻章。圖／崇越科技台積電在德國設12吋晶圓廠，掀起捷克投資風潮。半導體材料通路商崇越（5434）集團董事長郭智輝昨（1）日表示，看好捷克產業發展潛力，研議設立歐洲據點，提供半導體供應鏈解決服務方案。崇越在先進製程領先布局，搭上AI商機，今年營運樂觀。郭智輝身兼新東向聯盟的理事長，1日崇越攜手新東向聯盟與捷克產業代表簽署MOU，並舉辦「捷克半導體投資商機說明會」探討捷克投資環境及拓展歐盟半導體商機。郭智輝表示，台積電計畫在德國東南方的德勒斯登設立12吋晶圓廠，周邊國家半導體生態系發展都動起來。德勒斯登緊臨捷克邊界，距離捷克首都布拉格不遠，在區域供應鏈的群聚效應下，加上捷克本身的產業、經濟實力，以及地理優勢，半導體產業發展潛力不容小覷。郭智輝分析，相較於台積電在美國亞利桑那州設廠，當地處於沙漠區生活機能並不完備，捷克素有「歐洲的心臟」之稱，擁有的條件優於美國，建議政府在捷克設立類台灣半導體科學園區，把台灣的國土延伸到歐洲。崇越提供半導體材料，因此跟著大客戶跑，2021年美國亞歷桑納州鳳凰城設立美國崇越、2022年成立日本峻川商事株式會社，2023年8月日本熊本設立服務據點，未來將服務鄰近JASM、SONY等半導體廠，並因應供應鏈轉移已在東南亞以新加坡、馬來西亞、越南為據點。郭智輝表示，台積電在德國設廠，也正研議設立歐洲據點。針對今年產業景氣，郭智輝指出，受惠生成式AI加速發展，先進製程需求強勁，因崇越崇越產品線主要應用於先進製程，其中光阻液市占率達5五成，樂觀看待今年市場需求，今年營運將水漲船高、樂觀看待。更多工商時報報導遠端商機＋蘋果訂單 創惟11月自結獲利 年增226％廣達擴產 加碼美國投資美光業績報喜 歐美股油價齊反彈
0,日月光投控先進封裝合作台積電 資本支出擴4至5成,（中央社記者鍾榮峰台北2024年2月1日電）半導體封測廠日月光投控 (3711) 今天表示，因應先進封裝擴充產能，今年整體資本支出將擴大40%至50%幅度，投控在先進封裝持續與台積電密切合作，目前尚未規劃擴大布局美國先進製程，以布局台灣優先。法人指出，投控今年資本支出規模將創成立以來新高。日月光投控下午舉行線上法人說明會，展望第1季營運，投控財務長董宏思指出，投控根據對當前業務狀況的評估及匯率的假設，若以新台幣計價，第1季封裝測試及材料（ATM）營收和毛利率約與去年同期相仿，電子代工服務（EMS）第1季營收與去年同期持平，EMS第1季營業利益率接近去年同期水準。法人預估，日月光投控首季營收較去年第4季下滑18%左右，與去年同期持平，今年封測事業營收成長幅度約6%至10%區間。董宏思預期，今年資本支出規模較去年擴大40%至50%，其中65%比重用於封裝、尤其是先進封裝項目，目前6成多用在封裝測試，3成在電子代工服務。法人指出，日月光投控去年包括機器設備在內的整體資本支出規模約15億美元，預估今年投控資本支出可超過21億美元，有機會達22.5億美元，創投控成立以來新高。投控營運長吳田玉指出，持續與全球主要晶圓代工廠商合作，其中與台積電合作多年，未來也會在先進封裝項目持續合作。在全球布局，吳田玉指出，目前投控尚未規劃擴大布局美國先進製程，不過投控會密切與客戶合作，審視整體環境，現在以布局台灣優先。
0,若失去台灣晶片有多恐怖？美商界驚嚇：這4家公司全癱瘓,台灣晶片供應攸關世界經濟發展，全球最先進的晶片約有92％都是由台積電生產，美國對沖基金經理人格里芬（Kenneth Griffin）示警，如果美國失去台灣半導體的供應，國內生產毛額（GDP）恐下降8%至10%，包括特斯拉、通用汽車、福特、波音等公司恐全部癱瘓。根據《CNBC》報導，格里芬表示，近期台灣總統大選由執政黨的民進黨賴清德獲勝，台海緊張情勢不斷加劇，他示警，如果台灣周邊出現分裂，對大陸和美國經濟來說，將造成類似大蕭條時期那種等級的災難。格里芬說，台灣代工晶片用於美國經濟的各個環節，如果拿不到這些晶片，特斯拉還能再造車幾週？通用汽車、福特或波音還能動工多久？不過國外研究機構多半認為，大陸全面經濟與軍事封鎖台灣的機率並不高，關鍵在於大陸與台灣貿易互相高度依賴，台灣又是晶片生產中心。CNN報導，美國經濟研究機構榮鼎集團Rhodium Group副總監Charlie Vest預測，大陸全面封鎖台灣付出的代價相當昂貴，每年全球經濟損失將達到2兆美元以上，這還不包括台海衝突惡化成美中衝突的影響。更多中時新聞網報導平準金4刀砍下 還有高息10％？股海老牛：看1指標免緊張 00919、00929安啦企業裁員潮只會更恐怖？大老闆悲吐1真相：很多人都慘了新制勞退金分紅3.2萬！「1動作退休金多1倍」 選對時間還領更多
0,台積電尾盤急拉收平 台股越過17900點,（中央社記者潘智義台北2024年2月1日電）台股今天早盤站上17900點後震盪翻黑，但台積電最後一盤爆出7109張大量收平，指數也上漲78.55點，收在17900點之上。加權指數終場收在17968.11點，上漲78.55點，漲幅0.44%，成交值新台幣3069.46億元。台積電 (2330) 盤中下跌，但最後一盤爆大量，收在平盤價628元；聯電 (2303) 收49.05元，漲0.05元，漲幅0.1%；聯發科 (2454) 收930元，下挫3.73%。
0,《DJ在線》護國神山帶旺環工業，土水相關都受惠,MoneyDJ新聞 2024-02-01 13:06:53 記者 邱建齊 報導專業環保工程廠山林水(8473)取得「高雄市楠梓再生水廠興建移轉營運案」並於昨(31)日與高雄市政府進行簽約典禮儀式，本案預計2028年底開始供應再生水，預計總興建金額達80億元。山林水表示，再生水的來源是採用民生污水或放流水回收處理再利用，具有高品質高穩定水源可提供楠梓產業園區台積電(2330)用水需求，本案建廠完成後，將成為全台供應至半導體製程的最大再生水廠。法人看好此標案在今(2024)年及後續營運特許年度都將持續挹注山林水營運。此外，山林水目前正在營運中的永康再生水廠是國內首座透過公共污水產製再生水提供南科台積電晶圓製造用水。事實上，高雄市府為了配合台積電高雄設廠供水需求積極推動再生水廠，除了昨天簽約的楠梓廠，橋頭廠更已於去(2023)年4月動工，預計兩個再生水廠在2030年可日供10.5萬噸再生水給台積電。環保工程業者營運受惠台積電的例子，中油高雄煉油廠土壤及地下水污染整治工作標案是最指標的案例，取得標案的業者如同服下營運大補丸，裕山(7715)2021年營收年增79%、去年再年增49%並一舉突破10億大關達14.62億元；台境(8476)2021及2022年營收連續年增51%及251%，2022年除了終止之前連續4年虧損、EPS更飆至7.19元，去年受惠已完工案件獲業主承認追加量、前三季EPS仍達4.43元。可寧衛(8422)受惠取得的第一個中油高雄煉油廠土壤及地下水污染整治工作標案(簡稱高廠標案)，2022年營收年增73%以52.44億元創新高，去年雖再取得第二個標案，但因存在新舊標案空窗期，全年營收年減18%，前三季EPS 7.07元低於2022年同期的8.80元、全年估回落到10元以下，今年在新標案挹注下可望較去年成長。此外隨著台積電在全台多地設廠，主要客戶聚焦科技業且營運表現與客戶資本支出息息相關的水處理領域大廠兆聯實業(6944)年營收從2019~2020年各30幾億、到了2022年一舉突破百億；兆聯表示，隨著回收水的發展趨勢及半導體產業的高資本支出，帶動回收水系統設備與未來維運服務的需求動能，公司相關產品包括系統設備建置、維修、耗材清洗、特用化學品更換及系統操作等業務的營收金額也將隨之成長。台灣自有品牌過濾大廠旭然(4556)除了近期正式接獲半導體產業客戶系統性過濾與淨化機組訂單，佔營收比重最高的半導體暨電子等客戶對於旗下Filtrafine自有品牌工業液體濾心、濾袋等過濾耗材產品一直都有穩定成長的拉貨力道，根據了解，旭然對於指標半導體大廠除了耗材是直接交貨，設備類則透過家登(3680)及兆聯實業等客戶交貨。(圖片來源：兆聯實業法說資料)延伸閱讀：《DJ獨家》旭然1月營收挑戰次高，今年拚增雙位數山林水獲楠梓再生水廠BTO案 2028年底開始供應資料來源-MoneyDJ理財網
